Gender,First Generation,Age,University,Major,Major Grouping,COR,Nationality,Employment,Uni Grouping,Final Status,How did you hear about this program?,Name of Company,Job Title (if applicable),Motivation,Motivation Additional Info
Male,No,37.0,Lebanese University (LU),Computer & Communications Engineering,Engineering,UAE,Lebanese,Employed,LU,Active,AUB Website,Emircom,Sr. Presale Engineer,Enhance Expertise,"UAE is one of the top tech countries in the world, as I moved to it last year, I started to discover what AI is bringing to the different industries in the country from technology to healthcare..._x000D_
We are now in the AI era, and I am eager to learn through"
Female,No,44.0,Université Saint Joseph (USJ),Pharmaceutical Studies,Health,Lebanon,Lebanese,Employed,USJ,Active,Instagram,Roche,Patient Journey Partner - Enabler - communications lead,Career Advancement,AI is a must in our ear for people to grow in their career and deepen their learnings and skills. I would like to be proactive and be on the wave while our world is moving forward.. Hoping that our country will stop moving backward...
Male,No,30.0,Lebanese International University (LIU),Business Management,Business,Lebanon,Lebanese,Employed,LIU,Active,Instagram,Sama Telecom,Account Manager,Career Advancement,"Because I see how AI and Data Science are taking more and more importance nowadays, and I'm looking to be more involved in this field to develop myself and my career."
Male,Yes,29.0,Rafic Al-Hariri University,Computer & Communications Engineering,Engineering,Lebanon,Lebanese,Employed,RHU,Active,"I applied for the cybersecurity course, but learned from the coordinator that there is a course in data and AI",IPT Powertech,Electrical Technician,Career Change,"I have always had the ambition to learn about data. After years of working as a technician, I thrived for a career change. Studied the Google data analytics course on coursera and gained the certificate. Since then, I fell in love more with data. Felt lik"
Female,Yes,31.0,Lebanese University (LU),Economics,Business,Lebanon,Lebanese,Employed,LU,Active,AUB Website,IMS (an ITG company),Project Coordinator,Career Change,"I'm interested in this program because I believe AI and data science have the potential to address critical challenges.  I aim to gain the skills to make smarter decisions, create meaningful solutions, and unlock new career opportunities with greater grow"
Female,No,39.0,Dublin Institute of Technology,Business Management,Business,Lebanon,Irish,Employed,Unknown,Active,Instagram,Keybeyond,CEO,,
Female,Yes,50.0,Beirut Arab University (BAU),Computer & Communications Engineering,Engineering,Lebanon,Lebanese,Employed,BAU,Active,AUB Website,Beirut Arab Univrsity,Assistant professor,Career Advancement,I'm interested in this program to learn the basics of AI and gaining skills in machine learning to enhance my degree.
Female,No,26.0,Barcelona School of Economics,Economics,Business,Lebanon,Lebanese,Unemployed,Unknown,Active,Instagram,,,Career Advancement,"I am interested in the AI and Data Science Graduate Diploma program at the American University of Beirut because it perfectly aligns with my academic foundation in economics, my professional experience in operations management, and my aspirations to lever"
Female,No,25.0,American University of Beirut (AUB),Epidemiology,Health,Lebanon,Lebanese,Employed,AUB,Active,AUB Website,American University of Beirut,Research Assistant,Career Advancement,"I am interested in this program because it will provide me with the skills and knowledge in Data Science and AI, which are becoming increasingly essential in research and analysis. As an epidemiologist, I aim to enhance my ability to work with complex dat"
Male,No,23.0,American University of Science and Technology (AUST),Business Management,Business,Lebanon,Lebanese,Unemployed,AUST,Active,Word of Mouth,,,Career Change,"I’m really excited about building a career in this industry and doing everything I can to get involved early. It’s still growing and full of potential, which makes it a great time to jump on board before it becomes saturated. I’ve always loved challenging"
Female,No,26.0,American University of Science and Technology (AUST),Computer & Communications Engineering,Engineering,Lebanon,Lebanese,Unemployed,AUST,Active,Sponsor Ad,,,Career Advancement,"I’m interested in the AI and Data Analytics program at AUB because it aligns with my passion and career goals in these cutting-edge fields. AUB’s strong reputation, experienced faculty, and comprehensive curriculum provide the ideal environment to develop"
Male,Yes,25.0,Lebanese International University (LIU),Information Technology,CS/IT/MIS,Lebanon,Lebanese,Employed,LIU,Active,AUB Website,Gis Transport LTD,Senior Software Engineer,Lifelong Learner,"I was looking to expand my expertise by learning ai due to its impact ans the high demand on it in the work field._x000D_
I was surprised to find an online program at AUB, which is a dream i can finally afford but couldnt enroll due to my full time job commitme"
Female,Yes,26.0,American University of Beirut (AUB),Food Safety,Arts & Others,Lebanon,Lebanese,Employed,AUB,Active,Instagram,American University of Beirut,Research Assistant,Career Advancement,"I hold a Bachelors' Degree in Biology and a Masters; Degree in Food Safety. Currently, I am working as a research assistant at the American University of Beirut. My work heavily relies on data collection and analysis using statistical tools like SPSS. Thi"
Male,Yes,21.0,Rafic Al-Hariri University,Computer Science,CS/IT/MIS,Lebanon,Lebanese,Unemployed,RHU,Active,LinkedIn,,,Career Advancement,I'm interested in this program because it mainly combines theoretical and practical knowledge in AI and DS and it alligns perfectly with my computer science academic background and my career aspirations. What also made me interested is the rich curriculum
Female,Yes,56.0,American University of Beirut (AUB),Mathematics,Sciences,Lebanon,Lebanese,Employed,AUB,Dropped,AUB Website,Middle East Airlines,SAG,,
Male,Yes,44.0,Florida International University,Computer Science,CS/IT/MIS,Lebanon,Lebanese,Employed,Unknown,Inactive,Word of Mouth,AUBMC,IT MC Applications  - Sr. Software Engineer,,
Male,Yes,37.0,Beirut Arab University (BAU),Architecture and Related Services,Engineering,Qatar,Lebanese,Employed,BAU,Active,AUB Website,IMAR Trading & Contracting,Senior Construction Manager,Career Change,"I am interested to apply for the artificial intelligence & data science online graduate professional diploma because I see it as an opportunity to grow both personally & professionally. As architectural engineer & senior construction manager, I have alway"
Male,Yes,23.0,American University of Science and Technology (AUST),Computer & Communications Engineering,Engineering,Lebanon,Palestinian,Employed,AUST,Active,Instagram,Daher Foundation,Technical Lead - Curriculum Developer and Trainer,Career Advancement,"I am interested in the program as a tech enthusiast with a strong passion for artificial intelligence. I believe AI has the potential to elevate our community, enabling us to develop innovative projects and solutions."
Male,No,24.0,Lebanese University (LU),Sports Management,Arts & Others,Lebanon,Lebanese,Unemployed,LU,Active,An Ad on Google Search,,,Career Advancement,"As a master's student in sports management planning to launch a sports software startup, I'm interested in AUB's Artificial Intelligence and Data Analytics course to gain the skills needed to develop innovative, data-driven solutions for the sports indust"
Female,Yes,56.0,University Lille II,Medicine,Health,Lebanon,Lebanese,Employed,Unknown,Active,The colleagues at work,Lebanese Ministry of Public Health,"Head, Epidemiological Surveillance Program",Enhance Expertise,To be able to apply it at work for better data management of national surveillance data and  timely sharing of information with decision makers
Female,Yes,27.0,Modern University For Buisness and Science(MUBS),Elementary Education,Arts & Others,Lebanon,Lebanese,Unemployed,Unknown,Active,Facebook,,,,
Male,No,43.0,Texas University,Engineering Technologies and Engineering-Related Fields,Engineering,Qatar,Qatari,Employed,Unknown,Active,Instagram,Tourism Authority in Qatar,consultant,Career Advancement,"As an engineer, I am highly interested in enrolling in the AI diploma at AUB because it offers a unique opportunity to expand my technical expertise in a rapidly evolving field. AI is transforming industries, and gaining advanced knowledge will significan"
Female,No,43.0,American University of Beirut (AUB),Political Studies,Arts & Others,Qatar,Lebanese,Employed,AUB,Active,Instagram,Al Jazeera Media Network,executive producer,Career Advancement,"As a media executive producer and AUB alumnus, I am keen to enroll in the AI Diploma at AUB due to the exciting career growth opportunities it offers. The integration of artificial intelligence in media production is revolutionizing the industry, and acqu"
Male,No,32.0,Abu Dhabi University,Business Administration,Business,UAE,Lebanese,Employed,Unknown,Active,Instagram,Al Masaood Energy,Regional Business Development Manager,Career Advancement,"In my current role, I am responsible for integrating AI into our existing operations and services. Additionally, I oversee sourcing AI-driven solutions for our regional customers to help improve their bottom line."
Male,Yes,61.0,University of Toronto,Mechanical Engineering,Engineering,Lebanon,Lebanese,Employed,Unknown,Active,AUB Website,Port of Beirut,Director,Certification,"In this day and age, AI & DS are encompassing almost all aspects of our lives. _x000D_
AI & DS are in high demand with a wide range of application.  From management to design to operations.  It can be used to develop large datasets to gain valuable insights for"
Male,Yes,30.0,Lebanese American University (LAU),Physics,Sciences,Lebanon,Lebanese,Employed,LAU,Active,AUB Website,Al Manar Institute,Teacher,Career Change,"I am interested in the masters program in computational science and engineering at AUB and right now I am raising funds for it. In the mean time, i want to learn this diploma to prepare myself for the masters at AUB in computational science data analytics"
Female,Yes,22.0,Lebanese International University (LIU),Computer & Communications Engineering,Engineering,Lebanon,Lebanese,Employed,LIU,Active,Instagram,CME Offshore,Senior Software Engineer,,
Female,Yes,26.0,Lebanese International University (LIU),Business Administration,Business,Lebanon,Lebanese,Unemployed,LIU,Active,Instagram,,,Enhance Expertise,"AI and data science are exciting fields because they solve real-world problems by analyzing data and building intelligent systems. They blend technology, math, and creativity, driving innovation in areas like healthcare, finance, and all types of business"
Male,No,44.0,Lebanese University (LU),Media & Communication,Arts & Others,Lebanon,Lebanese,Employed,LU,Active,Word of Mouth,British Broadcasting Corporation,Senior Journalist,Career Advancement,I am currently specializing in hemato-onco and recent years have witnessed a large trend towards utility of AI in Medicine so i think its important for future HCPs to be proficient with this tool
Male,Yes,34.0,Islamic University ofLebanon (IUL),Computer Science,CS/IT/MIS,Lebanon,Lebanese,Employed,Unknown,Active,AUB Website,Globemed Solutions,Senior Development Officer,Career Advancement,"Since graduation I have worked as a software developer. I recently joined a new company and earned a promotion to Senior Developer. Despite the demanding nature of my current role, I am dedicated to ongoing professional growth and am in search of more cha"
Male,Yes,36.0,Lebanese International University (LIU),Computer Science,CS/IT/MIS,Lebanon,Lebanese,Employed,LIU,Inactive,Facebook,Banque Misr Liban,Application Developer,Enhance Expertise,"As I believe the future of almost every industry is heading towards the AI, I am eager to be on the right track to be part of this transformation.



I look forward to build an application that uses AI to solve a real-world problem."
Male,Yes,32.0,Makassed University Of Beirut,Health Professions and Related Programs,Health,Lebanon,Lebanese,Employed,Unknown,Active,AUB Website,AUBMC,Respiratory Therapist,Lifelong Learner,i want to gain more knowledge and skills in this field since the new era of education and research highly depends on AI and DS. i hope this program will help me develop the skills needed to pursue my career plan.
Female,Yes,36.0,American University of Beirut (AUB),Economics,Business,Lebanon,Lebanese,Employed,AUB,Active,Instagram,Global Gate Capital,Vice President,Lifelong Learner,"As a wealth manager,  it would be interesting to better understand AI , how it is shaping the world; and how it could affect investment decisions"
Female,Yes,49.0,Lebanese University (LU),Biology,Sciences,Lebanon,Lebanese,Employed,LU,Active,Instagram,Health guidance in public schools,Education Minister,,
Female,Yes,48.0,Université Saint Joseph (USJ),Risk management,Business,Lebanon,Lebanese,Employed,USJ,Active,Instagram,Credit Libanais s.a.l,Head unit,Career Advancement,"I believe that AI is the future and I need to be part of it. Furthermore, it’s a great career enhancement, I need to combine AI, Excel and python to become an efficient data analyst… I think that this program will open the door towards  great opportunitie"
Male,Yes,35.0,Lebanese International University (LIU),Business Administration,Business,Lebanon,Lebanese,Employed,LIU,Active,AUB Website,AUBMC,Respiratory therapist,Lifelong Learner,AI is the new era of all sciences and the wide gate of knowledge in the near future that anyone should know about and have the potentials to benefit from all opportunities that AI offers to boost their learning and development journey especially in DS and
Male,No,21.0,Lebanese American University (LAU),Business Administration,Business,Lebanon,Lebanese,Unemployed,LAU,Active,AUB Website,,,Career Advancement,"I have always been a tech person since my childhood. With the rapid advancements in artificial intelligence and data science, this field has become one of the most exciting and impactful areas to pursue. I see this diploma as the starting point of my tech"
Female,No,29.0,Abu Dhabi University,Chemical Engineering,Engineering,UAE,Palestinian,Employed,Unknown,Active,AUB Website,AL MASAOOD ENERGY,SALES ENGINEER,Career Advancement,"I was always interested in technology, programming, and AI since I started learning about them. I would love to get the change to learn more about AI and Data Science in a way that will benefit my career from a reputable institute like AUB. I feel like th"
Male,Yes,40.0,Lebanese University,History,Arts & Others,Lebanon,Lebanese,Employed,LU,Active,Facebook,MTV - Studio Vision,Warehouse assistant Manager,,
Male,Yes,36.0,Al- Balqa' Applied University (BAU),Computer & Communications Engineering,Engineering,Jordan,Jordanian,Employed,Unknown,Active,I did a search on Google,Nournet,Cybersecurity Director,Career Advancement,I'am currently working as a Technical Director in the cybersecurity field for a leading company in the GCC region. I am particularly interested in data science and AI because the market is rapidly shifting toward integrating these technologies across all
Male,Yes,41.0,Sagesse University,Political Studies,Arts & Others,Lebanon,Lebanese,Employed,Unknown,Active,Google Search query,OMD,Head of Strategy,Career Advancement,"As an ambitious, lifelong learner, i believe this diploma will help me broaden my expertise as it will eventually enhance my skillset by providing me with the right tools to leverage data & technology for better decision making"
Male,No,34.0,Lebanese American University (LAU),Mechanical Engineering,Engineering,Lebanon,Lebanese,Employed,LAU,Active,Word of Mouth,Middle East Airlines,Pilot-Captain,,
Female,Yes,28.0,American University of Science and Technology (AUST),Forensic Science,Sciences,Lebanon,Lebanese,Employed,AUST,Active,Word of Mouth,St joseph medical center,Laboratory technician,Career Change,After working several years in the science field Im looking for a shift to a new field and since AI is the future I chose this program since it opens doors to wide range of career paths. Nowadays almost all the jobs work with AI and it can also be a chanc
Male,No,39.0,Antonine University,Business Management,Business,Lebanon,Lebanese,Employed,Antonine,Active,AUB Website,Lebanese Army,Major Officer,Career Advancement,"I finished my master's degree in operations and logistics management, and I am looking forward to enhancing my AI skills"
Male,Yes,36.0,Balamand University,Civil Engineering,Engineering,Saudi Arabia,Lebanese,Employed,Balamand,Active,AUB Website,Red sea global,Senior manager,Career Change,"I am excited to express my interest in studying Artificial Intelligence at the American University of Beirut. AI is transforming industries, reshaping the way we interact with technology, and opening endless opportunities for innovation. My motivation to"
Male,No,44.0,Lebanese University (LU),Finance and Accounting,Business,Lebanon,Lebanese,Employed,LU,Active,Email from AUB,Mr. Maroun and Tania Semaan Villa,Facility Management,Enhance Expertise,"I am deeply passionate about artificial intelligence and its transformative potential in various industries. This program at AUB offers an unparalleled opportunity to gain cutting-edge knowledge, collaborate with experts, and contribute to innovative solu"
Female,Yes,33.0,American University of Science and Technology (AUST),Computer & Communications Engineering,Engineering,Qatar,Lebanese,Employed,AUST,Active,AUB Website,I4 solutions,Customer success and renewal manager,Career Advancement,I am very passionate about AI and innovation. I developed a neural network backpropagation algorithm that was published in IEEE. I want to learn more about this topic and explore how I can use it to optimize my work.
Male,No,30.0,American University of Beirut (AUB),Mechanical Engineering,Engineering,Lebanon,Lebanese,Employed,AUB,Active,Word of Mouth,Dar Al Handasah,Instrumentation and Controls Engineer,Career Change,"In our data driven world, the only path I see for real career growth is the know-how of using, understanding, analyzing, and manipulating data. I can see that this program can offer me the knowledge and practical expertise needed to transition into AI and"
Female,Yes,30.0,American University of Beirut (AUB),Environmental Health,Health,Lebanon,Lebanese,Employed,AUB,Active,AUB Website,AUB,Administrative Assistant at the Comptroller's office,Career Advancement,"I am interested in pursuing the AI and Data Science certificate as it aligns with my long-term career goals and serves as a foundational step toward my Master's in Business Analytics (MSBA). By gaining expertise in AI and data science, I can enhance my ab"
Male,No,25.0,Antonine University,Computer & Communications Engineering,Engineering,Lebanon,Lebanese,Employed,Antonine,Active,AUB Website,Georgio Bilani,Mid Senior Backend Developer,Career Change,"I am eager to join this program to deepen my understanding of data science and machine learning, enhancing my skills as a software engineer and transitioning towards innovative roles in this field. With a solid foundation in backend development, I aim to"
Female,No,34.0,American University in Washington DC,MA in international peace and conflict resolution,Arts & Others,USA,American,Employed,Unknown,Active,AUB Website,MADRE,Grants Officer,Enhance Expertise,To better understand the impact and implications of AI in the human rights field and have a gender lens to it. I would love to utilize the new knowledge and skills and how it’s intersecting in my field.
Male,Yes,42.0,Lebanese American University (LAU),Business Administration,Business,Lebanon,Lebanese,Unemployed,LAU,Active,Facebook,,,Certification,"Since I enjoy studying artificial intelligence and saw that data science started to emerge in the industry, I believe this combination is ideal for applying my coding skills and using machine learning to make data-driven predictions."
Female,Yes,36.0,Université Saint Joseph (USJ),Nutrition & Dietetics,Arts & Others,Lebanon,Lebanese,Unemployed,USJ,Active,AUB Website,,,Career Advancement,"I am interested in the Artificial Intelligence and Data Science diploma because I see AI as a transformative skill in many fields. With my background in humanitarian work, I believe AI and data science tools can improve decision-making and enhance work re"
Female,No,36.0,American University of Beirut (AUB),Business Administration,Business,UAE,Lebanese,Unemployed,AUB,Active,AUB Website,,,Career Advancement,"I am interested in the Artificial Intelligence & Data Science Online Graduate Professional Diploma to enhance my technical expertise in AI-driven solutions and data analytics. With a background in software implementation, project management, and customer"
Female,Yes,47.0,University of The Littoral Opla Coast,Chemistry,Sciences,Lebanon,Lebanese,Employed,Unknown,Active,AUB Website,Lebanese Univeristy,Chemistry Professor,Career Advancement,"I am very interested in enrolling in the Artificial Intelligence & Data Science Online Graduate Professional Diploma at AUB. As someone with a background in environmental chemistry and extensive academic and research experience, I am eager to enhance my s"
Female,Yes,34.0,National university of pharmacy,Pharmacy,Health,Lebanon,Lebanese,Unemployed,Unknown,Active,Sponsor Ad,,,Career Advancement,I ve been interested in this major since it's booming and i would like to implement AI in my work
Male,No,32.0,Beirut Arab University (BAU),Computer & Communications Engineering,Engineering,Lebanon,Lebanese,Employed,BAU,Active,Instagram,Pay724 Carrier Services,SMS Project Manager,Career Change,"The reason why I am interested in this program is that I have gained enough experience in the telecom domain. In addition, to 5 years of project management. So, I would like to have the chance to get into the AI domain as it is the uprising technology and"
Female,Yes,26.0,Notre Dame University (NDU),Architecture and Related Services,Engineering,Lebanon,Lebanese,Employed,NDU,Active,AUB Website,"Aquila Associates, Beit Misk",Architect,Career Advancement,I believe that learning AI & Data Science is essential for Architecture to stay at the forefront of the industry as the future of design is increasingly driven by technology & intelligent systems.
Female,No,35.0,Université Saint Joseph (USJ),Food chemistry,Sciences,UAE,Lebanese,Employed,USJ,Dropped,Word of Mouth,Khalifa University Abu Dhabi,Post-doctoral researcher,Career Advancement,"Dear Admission committee, _x000D_
_x000D_
I am excited to apply for the AI & Data science online graduate program, as it represents a crucial step in my academic and professional journey. My background in biology, particularly my PhD research, has provided me with ex"
Female,No,35.0,Lebanese University (LU),Public Health,Health,Lebanon,Lebanese,Employed,LU,Active,AUB Website,AUBMC,Senior Graduate Medical Education (GME) program coordinator,Career Advancement,"I am interested in this AI & Data Science diploma to gain essential skills that will enhance decision-making, process optimization, and innovation in healthcare management. With my 10 years’ experience in graduate medical education and involvement in heal"
Male,Yes,37.0,University of Science and Technology (AUST),Business Management,Business,Saudi Arabia,Lebanese,Employed,AUST,Active,AUB Website,Webuild,IT Infrastructure Manager,Enhance Expertise,
Male,Yes,54.0,American University of Beirut (AUB),Electrical & Computer Engineering,Engineering,UAE,Lebanese,Employed,AUB,Active,Google search,BUTEC Int'l,Operations Director,Enhance Expertise,To remain up to date with the latest trends in AI and integrate relevant insights into my company’s operations.
Male,Yes,26.0,Lebanese International University (LIU),Electrical & Computer Engineering,Engineering,Lebanon,Lebanese,Employed,LIU,Active,LinkedIn,INTERSOS,MEAL and Reporting Officer,Career Change,"It is the future of the world, and I need to get the enough knowledge to be able to be productive in the field"
Male,No,45.0,Lebanese American University (LAU),Business Management,Business,Nigeria,Palestinian,Employed,LAU,Active,Facebook,Jubaili Bros,Regional Financial Controller,Enhance Expertise,AI has become a needed tool for everyone in his special field or to expand opportunities in other areas.
Female,Yes,33.0,Lebanese University (LU),Law,Arts & Others,Lebanon,Lebanese,Employed,LU,Active,Instagram,Baqer Darwish,Researcher,Enhance Expertise,"I believe AI is the future, and that, eventually, everyone will have to acquire knowledge on how to utilize AI, and that those who learn AI first, will be in a position of advancement."
Female,Yes,29.0,American University of Beirut (AUB),Biology,Sciences,Lebanon,Lebanese,Employed,AUB,Active,Word of Mouth,AUB- FM- Pr. Ayad Jaffa,Research Assistant,Career Advancement,Delving deeply into AI enables me to comprehend its applications in medicine and effectively implement it.
Male,No,52.0,Lebanese University (LU),Electrical & Computer Engineering,Engineering,Lebanon,Lebanese,Employed,LU,Active,Email from AUB,Self employee,Consultant,Career Advancement,"As I am writing to express my enthusiasm for enrolling in the Bachelor of Artificial Intelligence program. As a seasoned engineer, I have witnessed the transformative power of technology and am eager to deepen my understanding of AI. My passion for innova"
Male,No,46.0,American University of Beirut (AUB),Medicine,Health,Lebanon,Lebanese,Employed,AUB,Active,An Ad on Google Search,Clemenceau médical center,Doctor,Career Advancement,"Being an anesthesiologist, I know the important role technologies and innovations have played in the advancement of anesthesia and optimization of healthcare delivery in the past fifty years . Over the course of my medical career , I have witnessed the tr"
Male,Yes,25.0,American University of Science and Technology (AUST),Computer Science,CS/IT/MIS,Lebanon,Lebanese,Employed,AUST,Active,AUB Website,Nassib Hatem,Software Developer,Career Advancement,"I'm interested in this program because I want to learn new skills, grow professionally, and work on real projects with others. It’s a great chance to improve and make a positive impact."
Female,Yes,43.0,Lebanese University (LU),Geography,Arts & Others,Lebanon,Lebanese,Employed,LU,Active,Instagram,Saint Joseph School,Middle School Teacher Social in Studies & Administrative,Enhance Expertise,"I think AI will soon be part of school programs and administrative jobs, and this course should help me use and implement it in my work._x000D_
As a mum, I also believe understanding AI is crucial to connect with my children’s generation"
Female,No,24.0,Lebanese International University (LIU),Biology,Sciences,Lebanon,Syrian,Employed,LIU,Active,AUB Website,Applied Medical,Market Implementation Analyst,Career Advancement,"I’m interested in this program because the future is rapidly moving toward AI, and I want to deepen my understanding now to stay ahead. Although I’m not currently working in my field of study, I hope to apply AI to advance biology in the future. Additiona"
Female,No,29.0,American University of Beirut (AUB),Economics,Business,Lebanon,Lebanese,Employed,AUB,Active,LinkedIn,MSD,Talent Acquisition Advisor,Enhance Expertise,I am passionate about continuous learning and development especially in relation to the most recent advancements taking place such as the progression of Artificial Intelligence and it's efficiency when embedded in multiple practices. I would like to know
Male,No,43.0,Yarmouk University - Jordan,Electrical Power Engineering,Engineering,Jordan,Jordanian,Employed,Unknown,Active,Facebook,Egis Group / Omrania,Associate Director,Career Advancement,"Am intersted in bridging the gap between traditional electrical engineering practices and the transformative potential of AI. I want to be at forefront of integrating these technologies into consulting Engineering._x000D_
I aim to evolve my career focus towards"
Female,No,37.0,American University in Dubai,Computer & Communications Engineering,Engineering,Bahrain,Lebanese,Employed,Unknown,Active,A google search,American School ofBahrain,Technology Integration Specialist,Lifelong Learner,"I believe that harnessing the power of AI tools for any application starts with fully understanding how AI works the science behind it. _x000D_
With the major advancements in AI currently, I would like to stay ahead and make informed decisions when implementing"
Female,Yes,39.0,Lebanese University (LU),Statistics,Sciences,Lebanon,Lebanese,Employed,LU,Active,Facebook,Ministry,statistician,Career Advancement,"I am looking to enhance my skills in data processing, especially in how  to collect or download data and analyze it in very efficient way using python programming. Moreover, I am looking to have new skills that could help me in my work with the government"
Male,No,52.0,Lebanese American University (LAU),Computer Science,CS/IT/MIS,Saudi Arabia,Lebanese,Employed,LAU,Active,Facebook,Saudi research and Media Group,Business Analyst,Enhance Expertise,"i am interested because of the vast integration of the AI, and the need to use and adopt on  different levels"
Male,Yes,47.0,American University of Beirut (AUB),Political Studies,Arts & Others,Lebanon,Lebanese,Employed,AUB,Active,Word of Mouth,British Broadcasting Corperation (BBC),Senior Producer,Career Advancement,"I fell behind the internet rise in the 90s. I do not want to do the same with AI. From looking at how things are heading, in couple of years, I will probably need AI knowledge to stay in the market. I am also considering diversifying my income sources and"
Male,Yes,47.0,American University of Beirut (AUB),Business Administration,Business,Lebanon,Lebanese,Employed,AUB,Active,AUB Website,MenaRest FZCO,CEO and Co0Founder,Lifelong Learner,"AI and data science are shaping our world right now, from personalized recommendations to medical breakthroughs. They influence how we work, communicate, and make decisions, making it essential to understand them. It’s not about mastering everything, but"
Female,No,26.0,Université Saint Joseph (USJ),Pharmaceutical Studies,Health,Lebanon,Lebanese,Employed,USJ,Active,Through a friend,Dr. Layla Mahdi,Pharmacist,Career Advancement,Currently a master’s student at AUB in biochemistry and molecular genetics and I would like to pursue a PhD in Bioinformatics after i graduate.
Male,No,44.0,Notre Dame University (NDU),Computer Science,CS/IT/MIS,UAE,Lebanese,Employed,NDU,Active,Word of Mouth,Qlik,Enterprise Sales Executive.,Enhance Expertise,"This program aligns perfectly with my new career path at Qlik, providing an opportunity to develop valuable skills and knowledge in Data Science and AI to support my long-term career growth."
Male,Yes,36.0,Lebanese American University (LAU),Business Administration,Business,Lebanon,Lebanese,Employed,LAU,Active,AUB Website,BBAC Bank,"Dealer, Treasury department, Head Office",Enhance Expertise,"I am eager to gain a comprehensive understanding of AI tools and data science to enhance my current role. This degree will deepen my technical expertise, support my career growth, and contribute to my personal and professional development."
Male,No,22.0,Lebanese American University (LAU),Computer Science,CS/IT/MIS,Lebanon,Lebanese,Unemployed,LAU,Active,AUB Website,,,Career Advancement,Artificial Intelligence is a booming field and I have no doubt that AUB will provide me with the right knowledge to be a part of this boom.
Female,Yes,26.0,Université Sainte Famille,Health Professions and Related Programs,Health,Lebanon,Lebanese,Employed,Unknown,Active,Word of Mouth,SATA TECH,Customer Care agent,,
Female,No,23.0,Bocconi University,Economics and Management for Arts Culture and Communication,Business,Italy,Lebanese,Employed,Unknown,Active,AUB Website,UN-ESCWA,Economist Intern,Career Advancement,"AI is undeniably intertwined with our future and I thought it was imperative for to dive deeper into the topic. Additionally, I think the combination of the bachelor degree I hold and this Diploma equips me with a broad knowledge base which allows natural"
Female,Yes,25.0,Ipnet- dekwaneh,Computer Science,CS/IT/MIS,Lebanon,Lebanese,Employed,Unknown,Active,A friend,ISF,Private,Career Advancement,I am interested in studying AI because it combines technology and intelligence to solve real-world problems. I want to be part of creating smart solutions that can improve lives and shape the future
Female,Yes,37.0,Modern sciences and arts university (MSA),Business Management,Business,Egypt,Lebanese,Unemployed,Unknown,Active,AUB Website,,,Career Change,I was always interested in data analysis and machine learning which is crucial for future technology trends and I wanted to do a career change by starting to further my education and this course will provide me with practical knowledge and open up new opp
Female,Yes,36.0,Lebanese International University (LIU),Computer Science,CS/IT/MIS,Lebanon,Lebanese,Unemployed,LIU,Active,Instagram,,,Certification,Passionate about AI's power to solve real-world problems; AUB's cutting-edge program aligns with my goals to innovate & impact.
Male,No,37.0,Arab Open University,Cybersecurity and Digital Forensics,CS/IT/MIS,Lebanon,Turkish,Employed,Unknown,Active,AUB Website,Maaloumatiya Network Services - UAE,Lead Infrastructure and Information Security Consultant,Enhance Expertise,
Female,Yes,48.0,American University of Beirut (AUB),Environmental Engineering,Engineering,Lebanon,Lebanese,Employed,AUB,Active,Email from AUB,American University of Beirut,Associate professor of Environmental Science,Career Advancement,"As a professor of environmental science, I am increasingly engaged with complex data sets related to pollution, climate, and resource management. AI and data science would offer me powerful tools to analyze these environmental issues more effectively. The"
Male,No,49.0,Claude Bernard University - Lyon 1,Biomedical Engineering,Engineering,Lebanon,Lebanese,Employed,Unknown,Active,Email from AUB,AUB,professor - Faculty of Medicine,Enhance Expertise,this will allow me to be at the level of the current advancement and enhance my research productivity
Female,No,43.0,American University of Beirut (AUB),Medicine,Health,Lebanon,Lebanese,Employed,AUB,Active,Email from AUB,AUBMC,Associate professor,Career Advancement,I am an otolaryngologist head and neck surgeon with a big interest in research. Research in the field has been incorporating AI and in order to compete and advance I need to do the same. Hence the need to know more about AI and how I can use it/integrate
Male,No,32.0,American University of Beirut (AUB),Civil Engineering,Engineering,Lebanon,Lebanese,Employed,AUB,Active,Email from AUB,American University of Beirut,Assistant Professor,Career Advancement,This diploma will provide me with the necessary knowledge and skills to incorporate AI applications into my teaching and research at AUB.
Male,No,36.0,American University of Beirut (AUB),Medicine,Health,Lebanon,Lebanese,Employed,AUB,Active,Email from AUB,AUBMC,assistant professor,Enhance Expertise,"I want to see how I can Apply AI in medicine specifically in my everyday work, I want also to incorporate machine learning process in my ongoing and prospective research. This program will help me better understand and advance in this area."
Female,Yes,36.0,American University of Beirut (AUB),Electrical & Computer Engineering,Engineering,Lebanon,Lebanese,Employed,AUB,Active,Email from AUB,AUB,Instructor,Career Advancement,I’m interested in this Diploma because I want to build stronger skills in this field to grow professionally and better support my students as technology continues to evolve.
Female,No,39.0,American University of Beirut (AUB),English Language,Arts & Others,Lebanon,Lebanese,Employed,AUB,Active,Email from AUB,AUB,Assistant Professor,Enhance Expertise,"As a corpus linguist, I'm interested in the relation between corpora and LLMs. I also want to grow as a researcher and teacher."
Male,No,38.0,American University of Beirut (AUB),Computer & Communications Engineering,Engineering,Lebanon,Lebanese,Employed,AUB,Active,Email from AUB,American University of Beirut,Assistant Professor,Lifelong Learner,I already filled this when I applied after the provost email. Please refer to the previous form.
